email,username,password,sock,topic_0,pos_0,topic_1,pos_1,topic_2,pos_2,strategy,turk_ids
Jake_5893@sockpuppet.com,Jake_5893,fwzjle,1,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""","How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly approve,UNRESTRICTED,A3CA5S8GR8TZ1U
Willie_1327@sockpuppet.com,Willie_1327,iudwpa,2,How active of a role should the United States play in world affairs?,We should pay less attention to problems overseas and concentrate on problems here at home.,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly favor,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",COVERT,AYT6G75JNE3OH
Jenna_5796@sockpuppet.com,Jenna_5796,hoopat,2,How active of a role should the United States play in world affairs?,We should pay less attention to problems overseas and concentrate on problems here at home.,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly favor,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",COVERT,AYT6G75JNE3OH
Jenna_4581@sockpuppet.com,Jenna_4581,sbcwyw,2,How active of a role should the United States play in world affairs?,We should pay less attention to problems overseas and concentrate on problems here at home.,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly favor,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",COVERT,AYT6G75JNE3OH
Luke_8904@sockpuppet.com,Luke_8904,dugrhl,2,How active of a role should the United States play in world affairs?,We should pay less attention to problems overseas and concentrate on problems here at home.,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly favor,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",COVERT,AYT6G75JNE3OH
Jack_3595@sockpuppet.com,Jack_3595,dkvjim,2,How active of a role should the United States play in world affairs?,We should pay less attention to problems overseas and concentrate on problems here at home.,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly favor,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",COVERT,AYT6G75JNE3OH
Tanner_3468@sockpuppet.com,Tanner_3468,hsjits,3,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Not strong enough,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",UNRESTRICTED,A2ATXOR5WL2S0Q
Jenna_8986@sockpuppet.com,Jenna_8986,yjdkht,3,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Not strong enough,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",UNRESTRICTED,A2ATXOR5WL2S0Q
Dustin_9353@sockpuppet.com,Dustin_9353,xtwume,3,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Not strong enough,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",UNRESTRICTED,A2ATXOR5WL2S0Q
Hannah_153@sockpuppet.com,Hannah_153,fmlwze,3,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Not strong enough,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",UNRESTRICTED,A2ATXOR5WL2S0Q
Hannah_8264@sockpuppet.com,Hannah_8264,kxoebg,4,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly oppose,OVERT,AIBGWUUPC4SQ3
Katie_5331@sockpuppet.com,Katie_5331,ctaiuu,4,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly oppose,OVERT,AIBGWUUPC4SQ3
Carly_6944@sockpuppet.com,Carly_6944,smvgqu,4,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly oppose,OVERT,AIBGWUUPC4SQ3
Allison_9123@sockpuppet.com,Allison_9123,qpynqr,4,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly oppose,OVERT,AIBGWUUPC4SQ3
Amy_1299@sockpuppet.com,Amy_1299,jvugbz,4,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly oppose,OVERT,AIBGWUUPC4SQ3
Katherine_9123@sockpuppet.com,Katherine_9123,ktrbug,4,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly oppose,OVERT,AIBGWUUPC4SQ3
Allison_3206@sockpuppet.com,Allison_3206,pmnjth,5,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly approve,COVERT,APRZ7BR8C0ZMQ
Willie_4763@sockpuppet.com,Willie_4763,rqygjl,5,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly approve,COVERT,APRZ7BR8C0ZMQ
Allison_2018@sockpuppet.com,Allison_2018,isprha,5,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly approve,COVERT,APRZ7BR8C0ZMQ
Malik_7556@sockpuppet.com,Malik_7556,qpbhxn,5,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly approve,COVERT,APRZ7BR8C0ZMQ
Jamal_4473@sockpuppet.com,Jamal_4473,eeapku,5,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly approve,COVERT,APRZ7BR8C0ZMQ
Willie_9454@sockpuppet.com,Willie_9454,uceoob,6,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,How active of a role should the United States play in world affairs?,It is best for the future of our country to be active in world affairs.,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Too strong,OVERT,A1NGXQMOBCXDC3
Asia_9450@sockpuppet.com,Asia_9450,uwabfe,6,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,How active of a role should the United States play in world affairs?,It is best for the future of our country to be active in world affairs.,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Too strong,OVERT,A1NGXQMOBCXDC3
Cody_2039@sockpuppet.com,Cody_2039,jkzbmv,6,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,How active of a role should the United States play in world affairs?,It is best for the future of our country to be active in world affairs.,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Too strong,OVERT,A1NGXQMOBCXDC3
Bradley_7762@sockpuppet.com,Bradley_7762,wswxwf,6,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,How active of a role should the United States play in world affairs?,It is best for the future of our country to be active in world affairs.,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Too strong,OVERT,A1NGXQMOBCXDC3
Scott_3855@sockpuppet.com,Scott_3855,mlifqx,6,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,How active of a role should the United States play in world affairs?,It is best for the future of our country to be active in world affairs.,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Too strong,OVERT,A1NGXQMOBCXDC3
Malik_3401@sockpuppet.com,Malik_3401,qksllk,6,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,How active of a role should the United States play in world affairs?,It is best for the future of our country to be active in world affairs.,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Too strong,OVERT,A1NGXQMOBCXDC3
Lucas_4606@sockpuppet.com,Lucas_4606,dnvmud,7,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly disapprove,OVERT,A1N3I0V32IPHC9
Emily_9474@sockpuppet.com,Emily_9474,juhhrh,7,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly disapprove,OVERT,A1N3I0V32IPHC9
Molly_1943@sockpuppet.com,Molly_1943,edbybq,7,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly disapprove,OVERT,A1N3I0V32IPHC9
Tanner_3039@sockpuppet.com,Tanner_3039,ffzmac,7,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly disapprove,OVERT,A1N3I0V32IPHC9
Jenna_6718@sockpuppet.com,Jenna_6718,vamkkh,7,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly disapprove,OVERT,A1N3I0V32IPHC9
Emily_1731@sockpuppet.com,Emily_1731,qrkggm,8,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly approve,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",OVERT,A3FY6THWKRYN9M
Jacob_1943@sockpuppet.com,Jacob_1943,ehqahq,8,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly approve,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",OVERT,A3FY6THWKRYN9M
Diamond_2046@sockpuppet.com,Diamond_2046,cebovc,8,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly approve,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",OVERT,A3FY6THWKRYN9M
Cole_1025@sockpuppet.com,Cole_1025,zabkhe,8,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly approve,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",OVERT,A3FY6THWKRYN9M
Allison_8369@sockpuppet.com,Allison_8369,oyrdby,9,How active of a role should the United States play in world affairs?,We should pay less attention to problems overseas and concentrate on problems here at home.,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally bad,COVERT,A26OOAGHOYSGYF
Katherine_5655@sockpuppet.com,Katherine_5655,xhdovs,9,How active of a role should the United States play in world affairs?,We should pay less attention to problems overseas and concentrate on problems here at home.,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally bad,COVERT,A26OOAGHOYSGYF
Carly_4809@sockpuppet.com,Carly_4809,ukyrqq,9,How active of a role should the United States play in world affairs?,We should pay less attention to problems overseas and concentrate on problems here at home.,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally bad,COVERT,A26OOAGHOYSGYF
Wyatt_2532@sockpuppet.com,Wyatt_2532,mkybib,9,How active of a role should the United States play in world affairs?,We should pay less attention to problems overseas and concentrate on problems here at home.,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally bad,COVERT,A26OOAGHOYSGYF
Dustin_3264@sockpuppet.com,Dustin_3264,eogqhn,10,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly favor,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,No,UNRESTRICTED,A11S8IAAVDXCUS
Katie_9575@sockpuppet.com,Katie_9575,latats,10,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly favor,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,No,UNRESTRICTED,A11S8IAAVDXCUS
Jacob_1122@sockpuppet.com,Jacob_1122,ctsimz,10,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly favor,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,No,UNRESTRICTED,A11S8IAAVDXCUS
Lucas_9194@sockpuppet.com,Lucas_9194,rjnpit,10,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly favor,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,No,UNRESTRICTED,A11S8IAAVDXCUS
Raven_5414@sockpuppet.com,Raven_5414,mqgrme,10,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly favor,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,No,UNRESTRICTED,A11S8IAAVDXCUS
Allison_2272@sockpuppet.com,Allison_2272,lmpsxt,11,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,UNRESTRICTED,A8QTX0UZQYT2X
Diamond_9697@sockpuppet.com,Diamond_9697,ammpmx,11,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,UNRESTRICTED,A8QTX0UZQYT2X
Jack_4096@sockpuppet.com,Jack_4096,doabyw,11,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,UNRESTRICTED,A8QTX0UZQYT2X
Katherine_4414@sockpuppet.com,Katherine_4414,dpkkin,11,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,UNRESTRICTED,A8QTX0UZQYT2X
Emily_8085@sockpuppet.com,Emily_8085,urfzil,11,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,UNRESTRICTED,A8QTX0UZQYT2X
Emily_3830@sockpuppet.com,Emily_3830,dfgtyf,12,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very unlikely,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,How active of a role should the United States play in world affairs?,It is best for the future of our country to be active in world affairs.,COVERT,A2A6FH0F7LD9ND
Jenna_3798@sockpuppet.com,Jenna_3798,faumpr,12,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very unlikely,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,How active of a role should the United States play in world affairs?,It is best for the future of our country to be active in world affairs.,COVERT,A2A6FH0F7LD9ND
Cole_9336@sockpuppet.com,Cole_9336,epabxb,12,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very unlikely,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,How active of a role should the United States play in world affairs?,It is best for the future of our country to be active in world affairs.,COVERT,A2A6FH0F7LD9ND
Hannah_6992@sockpuppet.com,Hannah_6992,qbwjjp,12,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very unlikely,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,How active of a role should the United States play in world affairs?,It is best for the future of our country to be active in world affairs.,COVERT,A2A6FH0F7LD9ND
Diamond_5058@sockpuppet.com,Diamond_5058,gpladc,12,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very unlikely,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,How active of a role should the United States play in world affairs?,It is best for the future of our country to be active in world affairs.,COVERT,A2A6FH0F7LD9ND
Jake_8222@sockpuppet.com,Jake_8222,jkqixp,12,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very unlikely,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,How active of a role should the United States play in world affairs?,It is best for the future of our country to be active in world affairs.,COVERT,A2A6FH0F7LD9ND
Connor_9123@sockpuppet.com,Connor_9123,pvcbcp,12,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very unlikely,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,How active of a role should the United States play in world affairs?,It is best for the future of our country to be active in world affairs.,COVERT,A2A6FH0F7LD9ND
Tanner_4404@sockpuppet.com,Tanner_4404,vmzmdv,13,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,OVERT,A1SGY0IN5YXCUJ
